symbols,brain > body (default),brain >= body,brain non-zero
LEUTX,0,0,0
ZNF404,1,1,1
ZNF284,0,0,1
ZNF677,0,0,1
RFPL4A,0,0,0
ZSCAN5B,0,1,1
ZSCAN22,0,0,1
NANOS3,1,1,1
PALM3,0,1,1
RD3,0,0,0
LOC343052,0,0,1
AADACL4,0,0,0
HNRNPCL1,0,0,1
PRAMEF9,0,0,0
PRAMEF10,0,0,0
CCDC18,0,0,1
OR6F1,0,0,0
OR2W3,0,1,1
OR2T8,0,0,0
MYBPHL,0,1,1
OR10R2,0,0,0
FCRL6,0,0,1
KCNT2,0,1,1
BARHL2,0,0,0
HSP90B3P,0,0,0
NBPF7,0,0,0
TCTEX1D4,0,0,1
RSPO4,1,1,1
TGM6,0,0,0
XKR7,1,1,1
MSGN1,0,0,0
KIAA1211L,1,1,1
FIGLA,0,0,0
NOTO,0,0,0
NCKAP5,0,1,1
FOXI3,0,0,0
EVX2,0,0,0
ST13P2,0,0,0
LOC344382,0,0,1
CDKL4,0,1,1
PRORSD1P,0,0,1
SH3RF3,0,0,1
GPR148,0,0,0
LOC344593,0,0,1
RP11-446H18.3,0,0,1
LRRIQ4,0,0,0
SAMD7,0,0,0
AADACL2,0,0,0
GPR149,0,0,0
ZNF860,0,0,1
TMPRSS7,0,0,0
CD200R1L,0,0,0
PAQR9,0,1,1
RTP2,0,0,0
OSTN,1,1,1
ATP13A5,1,1,1
AC098591.2,0,0,1
AC104819.1,0,0,1
SOWAHB,0,1,1
LRIT3,0,1,1
MSANTD1,1,1,1
SLC10A6,0,0,1
HSD17B13,0,1,1
PFN3,0,0,0
ZNF879,0,1,1
PLCXD3,0,1,1
IRGM,0,0,0
FBLL1,1,1,1
PSMC1P4,0,0,0
ACTBL2,0,0,0
FAM174A,0,1,1
MTX3,0,1,1
RSPH4A,0,1,1
ECT2L,0,1,1
EYS,0,1,1
ZNF391,0,1,1
ZFP57,1,1,1
SEPT14,0,0,0
LOC346329,0,0,1
MACC1,0,0,1
OR6V1,0,0,0
OR2A12,0,0,0
OR2A1,0,0,0
GNAT3,0,0,0
MOGAT3,0,0,0
FAM71F2,0,1,1
STRA8,0,0,0
KLRG2,0,0,1
SLC10A5,1,1,1
ADGRD2,0,0,0
SPATA31D5P,0,0,0
QRFP,0,0,1
OR1J1,0,0,0
OR1B1,0,0,0
KIF24,0,1,1
IGFBPL1,0,1,1
CAVIN4,0,1,1
ZNF81,0,0,1
ITIH6,0,0,0
LANCL3,0,1,1
DCAF8L2,0,0,0
SOWAHD,0,1,1
OR13H1,0,0,0
AC004409.1,0,0,1
CXorf66,0,0,0
DGAT2L6,0,0,0
RAB41,1,1,1
ARSH,0,0,0
CENPVL3,0,0,0
TUBB8,0,1,1
SOX2-OT,1,1,1
ECEL1P2,0,0,0
LRRTM1,1,1,1
LRRTM3,1,1,1
CATSPER3,0,1,1
TUBB2B,1,1,1
SLC35B2,0,0,1
SERINC2,0,0,1
NME9,1,1,1
OTOP3,0,0,0
C6orf52,1,1,1
PWARSN,0,0,1
TBX10,0,1,1
GATD1,0,1,1
AMIGO2,0,0,1
EP400NL,0,0,1
TMEM255B,0,0,1
LINC00442,0,0,0
RBPMS2,0,0,1
ANKDD1A,0,1,1
ARPIN,0,1,1
ACSM2B,0,0,0
CLEC18A,0,1,1
CTU2,0,1,1
SKA2,1,1,1
MCRIP1,0,1,1
AC011500.2,0,0,1
ZNF530,0,1,1
FAM159A,0,1,1
FAM131C,1,1,1
C22orf34,0,0,1
GEN1,0,0,1
C2orf48,0,0,0
FTCDNL1,0,1,1
WDR53,0,0,1
LNP1,1,1,1
CFAP100,0,1,1
TPRXL,0,1,1
AC073135.1,0,0,1
SLC6A18,0,0,0
NIPAL4,0,1,1
HCN1,1,1,1
NUP43,0,0,1
ZNF713,0,1,1
LINC00265,0,1,1
WDR86,0,1,1
GJC3,0,1,1
DPY19L2P2,0,1,1
FOXD4L4,1,1,1
TLR8-AS1,0,0,0
NMNAT3,0,1,1
PLET1,0,0,0
RTN4RL2,0,1,1
GPR142,0,0,0
DNAAF3,0,1,1
GATS,1,1,1
HCG26,0,0,1
HCP5B,0,1,1
C6orf58,0,1,1
ZNF429,0,1,1
RILPL1,0,1,1
LCE1A,0,0,0
LCE1B,0,0,0
LCE1C,0,0,0
LCE1D,0,0,0
LCE1E,0,0,0
LCE1F,0,0,0
LCE2A,0,0,0
LCE2C,0,0,0
LCE2D,0,0,0
LCE3A,0,0,0
LCE3B,0,0,0
LCE3C,0,0,0
LCE3E,0,0,0
TBC1D26,1,1,1
TAS2R42,0,0,0
ZACN,0,1,1
SLCO4C1,0,0,0
KAAG1,0,0,0
PADI6,0,0,0
ZNF445,0,1,1
KRT26,0,0,0
RGSL1,0,0,0
ANKRD37,0,1,1
KRTAP12-2,0,0,0
SPATA12,0,0,0
KRTAP12-1,0,0,0
KRTAP10-10,0,0,0
GPR141,0,1,1
ZNF233,1,1,1
TICAM2,0,0,1
POLN,1,1,1
BMP8A,0,1,1
LILRA5,0,0,1
BPIFB3,0,0,0
DPPA3,0,0,0
MRPL42P5,0,0,1
RFLNB,0,0,1
IRF2BP2,0,0,1
ZBTB41,0,1,1
AC006517.3,0,0,1
FKBP9P1,0,0,1
TMPRSS9,0,0,1
GLT6D1,0,0,0
PRSS41,0,0,0
GSTK1,0,0,1
STK19B,0,1,1
USP50,0,1,1
USP41,0,0,0
HILS1,0,1,1
DND1,0,0,1
CDRT1,0,0,1
NDUFS7,0,1,1
PTCHD3,0,0,0
NHLRC2,0,0,1
CCDC172,0,0,0
GALNT18,0,1,1
NCR3LG1,0,1,1
LINC02716,0,0,1
FAM111B,0,0,1
TMEM179B,0,0,1
TBC1D10C,0,0,1
DNAJB13,0,1,1
KRT77,0,1,1
PTPRQ,0,0,0
C12orf63,0,0,1
C12orf42,0,0,0
TPTE2P6,0,1,1
ASPG,0,0,1
TEX9,0,1,1
GOLGA6L5P,0,0,1
KIF7,0,0,1
ZNF710,0,1,1
HDDC3,0,1,1
WASH3P,0,0,1
TEPP,0,0,0
SPEM1,0,0,0
EFCAB5,0,1,1
LRRC37A3,0,1,1
C21orf110,0,0,1
CCDC178,0,0,0
ATP9B,0,0,1
HSD11B1L,1,1,1
TEX45,0,1,1
ZNF699,0,0,1
TMEM205,0,1,1
YJEFN3,1,1,1
SBSN,0,1,1
ZNF829,0,1,1
ZNF568,0,1,1
B3GNT8,0,0,1
IGFL1,0,0,0
ZSWIM9,1,1,1
ZNF773,0,0,1
DRAXIN,1,1,1
SPATA21,0,1,1
SVBP,0,1,1
TEX38,0,1,1
MROH7,0,1,1
MIGA1,0,1,1
NEXN-AS1,0,0,1
PEAR1,0,0,1
SFT2D2,0,0,1
MIA3,0,0,1
STUM,1,1,1
FAM89A,0,1,1
PI1KAP2,0,0,1
PFN4,0,1,1
C2orf84,0,0,1
LOC375196,0,0,1
ANKRD36,0,1,1
WASH2P,0,1,1
RBM43,0,0,1
LOC375295,0,0,1
CERKL,0,1,1
CATIP,0,1,1
RBM44,0,0,1
AQP12A,0,0,0
LHFPL4,1,1,1
TOPAZ1,0,0,0
C3orf62,0,1,1
TMEM110,0,0,1
NRROS,0,0,1
C5orf34,0,0,1
MAST4,0,0,1
SIMC1,0,1,1
GJB7,0,0,0
VWC2,1,1,1
NAT16,1,1,1
SLC26A5,0,1,1
LHFPL3,1,1,1
KCP,0,1,1
SPATC1,0,1,1
ENHO,1,1,1
AQP7P1,0,0,0
PTAR1,0,0,1
ERCC6L2,0,0,1
SWI5,0,0,1
C9orf50,1,1,1
PNPLA7,0,1,1
AGRN,0,1,1
CYSRT1,0,1,1
LRRC10,0,0,0
RAB15,1,1,1
SLC27A1,0,1,1
RPS10P7,0,0,1
ZC3H6,0,0,1
KLHL30,0,0,1
PRSS45,0,0,1
CA13,0,0,1
ENTPD8,0,0,1
STAG3L3,0,0,1
HSN2,0,0,1
CENPS,0,1,1
LINC-PINT,0,1,1
CATSPER4,0,0,0
C21orf116,0,0,1
PICSAR,0,0,0
LINC00317,0,0,0
NHLRC1,1,1,1
RNF148,0,1,1
MALAT1,0,0,1
RBMY1B,0,0,0
RP11-349A22.5,0,0,1
KCTD8,1,1,1
KCTD4,1,1,1
IL31,0,0,0
KRTAP10-4,0,0,0
KRTAP10-6,0,0,0
KRTAP10-7,0,0,0
KRTAP10-9,0,0,0
KRTAP10-1,0,0,0
KRTAP10-11,0,0,0
KRTAP10-2,0,0,0
KRTAP10-5,0,0,0
KRTAP10-8,0,0,0
KRTAP10-3,0,0,0
KRTAP12-3,0,0,0
KRTAP12-4,0,0,0
KRTAP10-12,0,0,0
AMIGO3,0,0,0
MRGPRG,0,0,0
SLC6A10P,0,0,0
MGC9913,0,0,1
ZKSCAN4,0,0,1
SNHG5,0,0,1
FAM136BP,0,0,0
SUMO4,0,0,1
CENPW,0,0,1
AL096711.2,0,0,1
CEP85L,0,0,1
NPSR1,0,0,0
SLC7A5P2,0,0,1
C6orf120,0,0,1
KRTAP5-1,1,1,1
KRTAP5-3,0,0,0
KRTAP5-4,0,0,0
KRTAP5-10,0,1,1
VN1R10P,0,0,0
ZNF322P1,0,0,0
TBPL2,0,0,0
NSUN4,0,0,1
THEMIS,0,1,1
LINC00320,1,1,1
RASL11A,0,0,1
GPR153,0,0,1
TMEM189,0,1,1
TMEM189,0,0,1
HCRP1,0,0,1
AC005301.1,0,0,1
ILDR2,1,1,1
SLC22A25,0,0,0
FAM88A,0,0,1
C10orf113,0,0,0
SKIDA1,0,1,1
FAM238C,1,1,1
RP11-85G18.4,0,0,1
WASHC2A,0,0,1
SH2D4B,0,0,0
C10orf99,0,0,0
SLC16A12,0,0,1
CC2D2B,0,0,1
ENO4,0,1,1
ARMS2,0,0,0
TEX36,0,0,0
C10orf143,0,0,1
IFITM5,0,0,0
OR56B1,0,0,0
GVINP1,0,0,1
INSC,0,0,1
FIBIN,0,1,1
C11orf96,0,0,1
SLC22A10,0,0,0
SPDYC,0,1,1
LIPT2,0,0,1
VSTM5,1,1,1
CLEC2A,0,0,0
CLEC12B,0,1,1
RP11-392P7.1,0,0,1
REP15,0,0,1
CCDC184,1,1,1
C12orf75,0,0,1
CFAP73,0,1,1
AC002563.2,0,0,1
KMT5A,0,0,1
C1QTNF9B,0,1,1
SHISA2,0,1,1
NHLRC3,0,0,1
SERP2,1,1,1
LINC01551,0,0,0
TOMM20L,0,1,1
SERPINA13P,0,0,0
RTL1,1,1,1
TMEM179,1,1,1
CCDC9B,0,0,1
TNFAIP8L3,0,0,1
C2CD4B,0,0,1
C15orf59,1,1,1
AC103965.1,0,0,1
UBE2Q2P1,0,0,1
AL023882.1,0,0,1
SBK1,1,1,1
RP11-345J4.3,0,0,0
LOC388248,0,0,1
C16orf87,0,1,1
C16orf86,0,1,1
GLTPD2,0,1,1
INCA1,0,1,1
SCIMP,0,0,1
C17orf100,1,1,1
SPDYE4,0,0,0
TMEM220,0,0,1
AC007510.1,0,0,1
LRRC75A,0,1,1
TMIGD1,0,0,0
C17orf98,0,0,0
AC100793.3,0,0,1
CCDC103,0,0,0
RPRML,1,1,1
YPEL2,0,1,1
C17orf82,0,0,1
BTBD17,1,1,1
POTEC,0,0,0
C3P1,0,0,0
ZNF788,0,0,1
CLEC17A,0,1,1
CYP4F24P,0,1,1
ZNF728,0,1,1
RGS9BP,0,1,1
KRTDAP,0,1,1
ZNF790,0,1,1
CEACAM22P,0,1,1
CEACAM16,0,0,0
BLOC1S3,0,0,1
IGFL3,0,0,0
ZNF808,0,0,1
ZNF761,0,0,1
TMEM238,0,0,1
ZNF470,0,1,1
ZNF749,0,1,1
ZNF324B,0,0,1
AC139099.1,0,0,1
C1QTNF12,0,0,1
HES5,1,1,1
RP1-286D6.2,0,0,1
RNF207,0,0,1
TMEM82,0,0,0
TRNP1,0,1,1
CD164L2,0,1,1
TRABD2B,0,0,1
LDLRAD1,0,0,0
GBP7,0,1,1
C1orf146,0,1,1
DIPK1A,0,0,1
SLC6A17,1,1,1
NOTCH2NL,0,0,1
LOC388692,0,0,1
LYSMD1,0,1,1
HRNR,0,0,1
FLG2,0,1,1
LINC00302,0,0,0
C1orf189,0,0,0
C1orf53,0,1,1
TMEM81,1,1,1
CAPN8,0,1,1
COA6,1,1,1
C1orf229,0,1,1
OR2M1P,0,0,0
EFCAB8,0,1,1
RP4-564F22.1,0,0,1
FAM209B,0,1,1
MIR99AHG,0,1,1
KRTAP26-1,0,0,0
LOC388849,0,0,1
FAM230I,0,0,1
LRRC75B,0,1,1
LINC00207,0,0,0
MFSD2B,0,1,1
C2orf71,0,1,1
AC018682.6,0,0,1
TSPYL6,0,1,1
LOC388955,0,0,1
C2orf78,0,0,0
BOLA3,1,1,1
C2orf81,0,1,1
C2orf68,0,0,1
SLC9A4,0,0,0
AC066593.1,0,0,1
AC079776.2,0,0,1
LOC389043,0,0,1
SP5,0,0,1
PLEKHM3,0,1,1
C2orf80,1,1,1
RESP18,1,1,1
C2orf82,1,1,1
OR6B2,0,0,0
YPLR6490,0,0,1
ZNF662,0,0,1
CDHR4,0,0,1
FAM212A,0,1,1
IQCF2,0,0,0
IQCF5,0,0,0
MUSTN1,0,1,1
VGLL3,0,0,1
ARMC10P1,0,0,0
AC130416.1,0,0,1
AC069525.1,0,0,1
PLSCR5,0,0,0
ANKUB1,0,1,1
AC117392.3,0,0,1
C4orf50,1,1,1
LOC389199,0,0,1
SMIM20,0,1,1
BEND4,0,1,1
GRXCR1,0,0,0
TMPRSS11F,0,1,1
LRRC14B,0,1,1
ANXA2R,0,0,1
TEX43,0,0,0
SMIM32,0,0,1
C5orf46,0,0,0
AC022100.1,0,0,1
PSMG4,0,0,1
SFTA2,0,1,1
CLPSL2,0,0,0
C6orf222,0,0,0
GLYATL3,0,0,0
GFRAL,0,0,0
LIN28B,0,1,1
SAMD5,0,0,1
IYD,0,1,1
LOC389458,0,0,1
NUPR2,0,1,1
AC005488.13,0,0,1
MGC72080,0,0,1
LAMTOR4,0,1,1
FEZF1,1,1,1
FAM180A,0,0,1
LOC389607,0,0,1
XKR5,0,0,0
RP11-90D4.2,0,0,1
C8orf86,1,1,1
ALKAL1,0,0,0
XKR9,0,1,1
RBM12B,0,0,1
AC100803.1,0,0,1
MAFA,0,1,1
LOC389705,0,0,1
FAM205BP,0,0,0
CNTNAP3B,0,0,1
ADGRF5P1,1,1,1
GLIDR,0,1,1
AQP7P2,0,0,0
SPATA31D3,0,0,0
AL355985.2,0,0,1
LOC389765,0,0,1
C9orf153,0,1,1
LOC389787,0,0,1
LOC389791,0,0,1
IER5L,0,0,1
CFAP77,0,1,1
LCN15,1,1,1
AL355987.1,0,0,1
LRRC26,0,1,1
MYMK,0,0,0
LOC389831,0,0,1
LOC389834,0,0,1
MAP3K15,0,1,1
LOC389842,0,0,1
SPACA5,0,0,0
USP27X,1,1,1
CENPVL1,0,0,0
PAGE2B,0,1,1
SEPHS1P4,0,0,0
ZCCHC13,0,0,0
LOC389895,0,0,1
UBE2NL,0,0,0
CSAG3,0,0,0
AKR1C6P,0,0,0
C1QL1,1,1,1
GUCY2GP,0,0,0
NKX1-2,1,1,1
OR52K1,0,0,0
OR52I1,0,0,0
OR51D1,0,0,0
OR52A4P,0,0,0
OR52A5,0,0,0
OR51B6,0,0,0
OR51M1,0,0,0
OR51Q1,0,0,0
OR51I1,0,0,0
OR51I2,0,0,0
OR52D1,0,0,0
OR52V1P,0,0,0
OR52N4,0,0,1
OR52N5,0,0,0
OR52N2,0,0,0
OR52E6,0,0,0
OR52E8,0,0,0
OR52E4,0,0,0
OR56A3,0,0,0
OR56A5,0,0,0
OR10A6,0,0,0
ACCSL,0,0,0
OR4X1,0,0,0
OR5D13,0,0,0
OR5D16,0,0,0
OR5W2,0,0,0
OR8H2,0,0,0
OR8H3,0,0,0
OR5T3,0,0,0
OR5T1,0,0,0
OR8K1,0,0,0
OR5M9,0,0,0
OR5M10,0,0,0
OR5M1,0,0,0
OR9G9,0,0,1
OR5AK2,0,0,0
OR5B2,0,0,0
OR5B12,0,0,0
OR5AN1,0,0,0
OR4D10,0,0,0
OR4D9,0,0,0
OR10V1,0,0,0
AP003108.2,0,0,1
GPR152,0,0,0
DOC2GP,0,0,1
TRIM77,0,0,0
IZUMO1R,0,0,0
BSX,0,0,0
OR6X1,0,0,0
OR6M1,0,0,0
OR10G4,0,0,0
OR10G7,0,0,0
OR8B3,0,0,0
OR8A1,0,0,0
LOC390282,0,0,1
SRP14P1,0,0,1
OR6C1,0,0,0
OR6C75,0,0,0
OR6C76,0,0,0
OR6C70,0,0,0
RPL18AP3,0,0,1
EIF4A1P6,0,0,0
ATP5G1P5,0,0,0
OR4N2,0,0,0
OR4K2,0,0,0
OR4K13,0,0,0
OR4K17,0,0,0
OR4N5,0,0,0
OR11G2,0,0,0
OR11H4,0,0,0
RNASE9,0,0,0
OR5AU1,0,0,0
SERPINA2,0,0,0
GOLGA8EP,0,0,0
OR4M2,0,0,0
RP11-2F9.2,0,0,1
AC013553.2,0,0,1
UBAP1L,1,1,1
SKOR1,0,1,1
ANKRD34C,1,1,1
GDPGP1,0,1,1
OR4F6,0,0,0
OR4F15,0,0,0
LOC390660,0,0,1
C1QTNF8,0,1,1
PTX4,0,1,1
LOC390705,0,0,1
AC092384.2,0,0,1
LOC390760,0,0,1
ARL5C,1,1,1
KRT39,0,0,0
ONECUT3,0,1,1
OR7G2,0,0,0
OR7G3,0,0,0
OR7A10,0,0,0
NUDT19,0,0,1
ZNF793,0,1,1
AC011443.1,0,0,1
PINLYP,0,1,1
ZNF805,0,0,1
HES3,0,0,0
PRAMEF12,0,0,0
PRAMEF21,0,0,1
PRAMEF18,0,0,0
PRAMEF17,0,0,0
PLA2G2C,0,1,1
SKINT1L,0,0,1
FRRS1,0,0,1
HSD3BP5,0,0,1
VHLL,0,0,0
OR10K2,0,0,0
OR10K1,0,0,0
OR6Y1,0,0,0
OR6K3,0,0,0
VSIG8,0,1,1
OR11L1,0,0,0
OR2L8,0,0,0
OR2AK2,0,0,0
OR2L3,0,0,0
OR2M2,0,0,0
OR2T33,0,0,0
OR2M7,0,0,0
OR2G6,0,0,0
SPINT4,0,0,0
SUMO1P1,0,0,0
ANKRD20A11P,0,1,1
LOC391322,0,0,1
LOC391334,0,0,1
C2orf90,0,0,1
PTRHD1,0,1,1
TRMT112P6,0,0,1
SULT6B1,0,0,0
DYTN,0,0,0
TRIM61,0,1,1
TRIM75P,0,0,0
LOC391722,0,0,1
HELT,0,0,0
H3.Y,0,0,1
LOC391798,0,0,1
OR2A25,0,0,0
LOC392145,0,0,1
USP17L8,0,0,0
RP11-1236K1.8,0,0,0
USP17L7,0,0,0
GDF6,0,1,1
LOC392264,0,0,1
SMPD5,0,1,1
LOC392288,0,0,1
FAM221B,0,1,1
OR13J1,1,1,1
MYO5BP2,0,1,1
LOC392352,0,0,1
CTSL3P,0,0,0
OR13C2,0,0,0
OR1L6,0,0,0
OR5C1,0,0,0
OR1K1,0,0,0
LCN9,0,0,0
GLOD5,0,0,0
FLJ44635,0,0,1
ARL13A,0,1,1
NCBP2L,0,1,1
LOC392555,0,0,1
ELFN1,0,1,1
AGMO,0,1,1
GRID2IP,0,1,1
OR2A5,0,0,0
LOC393078,0,0,1
KLHL30-AS1,0,0,0
MUC21,0,1,1
SPRED3,1,1,1
TMEM200B,0,0,1
SLC25A35,0,0,1
MEX3D,0,1,1
FAM102A,0,1,1
SMIM10L2A,1,1,1
ZNF321P,0,0,1
RPL13AP17,0,0,0
HEATR4,0,1,1
MYO18A,0,1,1
CCDC187,0,1,1
SHC4,1,1,1
CTXN2,1,1,1
CASC10,1,1,1
LOC399744,0,0,1
LOC399753,0,0,1
BMS1P1,0,0,1
LBX1-AS1,0,0,0
C10orf120,0,0,0
LOC399815,0,0,1
EEF1AKMT2,0,1,1
FLJ40536,0,0,1
RP11-383C5.4,0,0,1
FOXI2,0,0,0
FLJ45445,0,0,1
HNRNPKP3,1,1,1
LOC399900,0,0,1
PCNX3,0,0,1
TRIM49D1,0,0,0
AP004607.4,0,0,1
TUBAP2,1,1,1
C11orf87,1,1,1
COLCA1,0,0,1
C11orf88,0,1,1
MIR100HG,0,1,1
PATE2,0,1,1
PATE4,0,0,0
LOC399978,0,0,1
SNX19,0,0,1
TCP1P3,0,0,1
RP11-834C11.4,0,0,1
C12orf76,1,1,1
RP5-916L7.1,0,0,1
LOC400099,0,0,1
SERTM1,0,1,1
ATP11AUN,0,0,0
DPPA3P2,0,0,0
C14orf181,0,0,1
RP11-33N16.1,0,0,1
DICER1-AS1,0,1,1
C14orf180,0,0,1
AC091565.3,0,0,1
LOC400352,0,0,1
C15orf53,0,0,0
C15orf54,0,0,0
LOC400406,0,0,1
ST20,0,0,1
LOC400419,0,0,1
FAM174B,0,1,1
CTD-2536I1.1,0,0,1
BCAR4,0,0,0
KNOP1,0,1,1
NSMCE1-DT,0,0,1
AC134312.1,0,0,1
C17orf97,0,1,1
MED11,0,0,1
KRT16P2,0,0,0
LINC02076,0,1,1
GRAPL,0,0,0
LOC400590,0,0,1
KCNJ2-AS1,0,1,1
AC005152.2,0,0,1
FLJ45079,0,0,1
TEX19,0,0,0
LOC400643,0,0,1
LOC400657,0,0,1
PRSS57,0,0,0
VMAC,0,0,1
LOC400684,0,0,1
AC093063.1,0,0,1
AC010624.2,0,0,1
ZNF880,0,0,1
ZNF772,0,1,1
RP11-450I1.1,0,0,1
PRAMEF13,0,0,0
SH2D5,1,1,1
NCMAP,0,1,1
LOC400750,0,0,1
LOC400752,0,0,1
RP11-230B22.1,1,1,1
C1orf141,0,1,1
MIR2682,0,0,1
C1orf226,0,0,1
RP11-280O1.2,0,0,0
RP5-990P15.1,0,0,1
NBPF9,0,0,1
FAM177B,0,1,1
DEFB132,0,0,0
C20orf202,0,1,1
LINC00114,0,0,0
LRRC74B,0,1,1
CHCHD10,0,1,1
FLJ90680,0,0,1
RP4-695O20__B.1,0,0,1
IL17REL,0,1,1
LOC400943,0,0,1
AC013400.2,0,0,1
LINC01121,0,0,0
EML6,1,1,1
PCBP1-AS1,0,0,1
PAIP2B,1,1,1
RGPD1,0,1,1
ANKRD36C,0,1,1
LOC400987,0,0,1
AC073869.20,0,0,1
LOC401021,0,0,1
HAGLR,0,1,1
FSIP2,0,0,1
C2orf66,0,1,1
ASB18,0,0,0
FLJ40712,0,0,1
LOC401052,0,0,1
IQCF3,0,0,0
RP11-59E19.1,0,0,1
FLJ25363,0,0,1
LOC401093,0,0,1
C3orf80,1,1,1
LOC401098,0,0,1
AC022498.2,0,0,1
C4orf48,1,1,1
DTHD1,0,1,1
AC021148.2,0,0,1
LOC401131,0,0,1
SYT14P1,0,0,0
AC098799.1,0,0,1
PRR27,0,0,0
AMTN,0,0,0
CCSER1,0,1,1
LINC01061,0,0,1
C4orf3,0,1,1
CTD-2324F15.2,0,0,1
RP11-19O2.2,0,0,0
RGS7BP,1,1,1
RP1-90J20.7,0,0,1
STMND1,0,1,1
CASC15,1,1,1
XXBAC-BPG308K3.6,0,0,1
MCCD1,0,0,0
SAPCD1,0,0,1
LINC00336,0,1,1
RAB44,0,0,1
CRIP3,1,1,1
FLJ37798,0,0,1
KLHL31,0,0,1
TCP10L2,0,0,0
LINC00242,0,1,1
LOC401321,0,0,1
RASA4CP,0,1,1
C7orf65,0,0,0
LOC401357,0,0,1
GTF2IRD2P1,0,0,1
AC073346.1,0,0,1
RP11-155G14.1,0,0,0
RAB19,0,0,0
OR2A20P,0,0,0
RP4-751H13.1,0,0,1
LOC401433,0,0,1
USP17L1,0,0,0
C8orf59,0,0,1
FLJ45248,0,0,1
SAMD12,1,1,1
LOC401480,0,0,1
VLDLR-AS1,0,1,1
HACD4,0,0,1
TMEM215,0,1,1
TOMM5,0,1,1
FAM74A1,0,0,0
FAM74A4,0,0,0
LOC401533,0,0,1
CENPP,0,0,1
C9orf152,0,0,1
SNX30,1,1,1
WDR38,0,1,1
LCNL1,1,1,1
C9orf139,1,1,1
FAM166A,0,1,1
CD99P1,0,0,1
SLC25A53,0,1,1
GOLGA2P3Y,0,0,0
GOLGA7B,1,1,1
OR51T1,0,0,0
OR51A4,0,0,0
OR51A2,0,0,0
FIGNL2,0,1,1
LOC401777,0,0,1
LOC401805,0,0,1
MSLNL,0,0,0
LOC401847,0,0,1
LOC401859,0,0,1
ZNF833P,0,1,1
LOC401913,0,0,0
PRAMEF3,0,0,1
LDLRAD2,0,0,1
OR2T2,0,0,0
OR2T5,0,0,0
OR14I1,0,0,0
SRRD,0,1,1
VWC2L,1,1,1
OR5K2,0,0,1
RPL21P44,0,1,1
LOC402360,0,0,1
LOC402377,0,0,1
SOHLH1,1,1,1
XKRX,0,1,1
LINC01000,0,0,1
SLC29A4P1,0,0,0
KPNA7,0,0,0
C7orf61,1,1,1
LOC402644,0,0,1
IGLON5,1,1,1
UFSP1,0,0,1
IFITM10,1,1,1
OR2T27,0,0,0
AC134982.1,0,0,1
OR4C45,0,0,0
AC117460.2,0,0,1
OR5H15,0,0,0
OR5K3,0,0,0
OR5K4,0,0,0
OR6C65,0,0,0
OR6C68,0,0,0
MGC39545,0,0,1
PLPP6,0,1,1
APOBEC4,0,0,0
FAM92A1P2,0,0,0
MGC70870,0,0,1
ZBTB34,0,0,1
HAPLN4,1,1,1
CUEDC1,0,1,1
WDFY3-AS2,1,1,1
SPINK6,0,0,0
CTXN1,1,1,1
C6orf201,0,0,1
RP11-357H14.1,0,0,1
YY2,0,0,1
C16orf74,0,1,1
SCGB1D4,0,0,0
NANOGP1,0,0,0
FAM45A,0,1,1
C19orf31,0,0,1
GTF2H5,0,1,1
ANKHD1,0,0,1
DUOXA2,0,0,0
AL136139.1,0,0,1
MIR1-2,0,0,1
MIR133A1,0,0,1
MIR143,0,0,1
MIR155,0,0,1
MIR219A2,1,1,1
MIR223,0,0,1
MIR24-2,0,0,0
MIR29B2,0,0,1
FAM19A1,1,1,1
LOC407835,0,0,1
MIR17HG,0,0,1
C2orf27B,0,0,0
OVOS,0,0,1
AC116334.1,0,0,1
FNDC9,1,1,1
TBC1D3B,0,1,1
DNAJB3,0,0,0
ACBD7,1,1,1
C10orf105,1,1,1
C10orf62,0,1,1
C10orf55,0,0,1
LINC00595,0,0,1
LINC00619,0,0,0
DDI1,0,0,0
MRC1L1,0,0,1
C9orf106,0,0,1
IDNK,1,1,1
LCN10,0,0,1
HCG18,0,0,1
BLID,0,0,0
DENND6B,1,1,1
C8orf82,0,0,1
C15ORF50,0,0,1
LOC415056,0,0,1
PIM3,0,0,1
STX19,0,0,1
TTTY9B,0,0,0
RGS21,0,0,0
ASTL,0,0,0
LHX8,0,0,0
ATP5EP2,0,0,1
KRTAP5-5,0,0,0
LINC00615,0,0,0
MXRA7,0,1,1
LINC01555,0,0,0
AC002472.9,0,0,1
MGC42157,0,0,1
na,0,0,1
FER1L6-AS1,0,0,0
LOC439949,0,0,1
LOC439951,0,0,1
LOC439953,0,0,1
LOC439962,0,0,1
IFIT1B,0,1,1
DUX4L15,0,0,0
KRTAP5-2,0,0,0
KRTAP5-6,0,0,0
TMEM41B,0,1,1
PGAM1P8,0,0,1
SLC22A20,0,1,1
KRTAP5-7,1,1,1
KRTAP5-11,0,0,0
TRIM64EP,0,0,0
CARD17,0,0,0
LINC00167,0,1,1
IQSEC3,1,1,1
ZNF705A,0,0,0
LOC440084,0,0,1
SMCO3,0,0,1
H3F3C,0,1,1
DBX2,1,1,1
RP11-834C11.3,0,0,1
AC023055.2,0,0,1
PLEKHG7,0,0,0
RP11-143E21.7,0,0,1
LINC00545,0,0,0
MZT1,1,1,1
OR11H12,0,0,0
RNASE13,0,0,1
LOC440173,0,0,1
LOC440180,0,0,1
LOC440181,0,0,1
CCDC196,0,0,0
